Name,Pos,team,$,YDiff,Diff,FPs,Avg,#Own,FP/$,#Gm,#HG,#AG,ARnk,Wed 01/13,Thu 01/14,Fri 01/15,Sat 01/16,Sun 01/17,Mon 01/18,Gp,G,A,P,+/-,Pim,Sht,H,Blk,Gwg,Otg,Ppg,Shg,Toi,PPToi,Ga,Sv%,Sv,Win,Loss,Otl,So
D Zhukenov,C,VAN,0.50,0.00,0.00,0,0,0,0,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Cecconi,D,BUF,0.50,0.00,0.00,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Karnaukhov,W,CAL,0.50,0.00,0.00,0,0,0,0,3,2,1,13,,@WPG,,VAN,,VAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Smallman,W,COL,0.50,0.00,0.00,0,0,0,0,2,2,0,11,STL,,STL,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Boikov,D,COL,0.50,0.00,0.00,0,0,0,0,2,2,0,11,STL,,STL,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Song,D,NYI,0.50,0.00,0.00,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Chukarov,D,BUF,0.50,0.00,0.00,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E Kallgren,G,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L Pederson,C,EDM,0.50,0.00,-0.69,0,0,0,0,4,4,0,13,VAN,VAN,,MTL,,MTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Brooks,C,PHI,0.50,0.00,-1.69,0,0,0,0,3,3,0,10,PIT,,PIT,,,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Renouf,D,BOS,0.50,0.00,-0.57,0,0,0,0,3,0,3,25,,@NJD,,@NJD,,@NYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Criscuolo,C,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z Sawchenko,G,VAN,0.50,0.00,0.00,0,0,1,0,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W Allison,W,PHI,0.50,0.00,-1.72,0,0,0,0,3,3,0,10,PIT,,PIT,,,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E Cormier,G,FLA,0.50,0.00,0.00,0,0,1,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Asplund,C,FLA,0.50,0.00,-1.38,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Niemelainen,D,EDM,0.50,0.00,0.00,0,0,1,0,4,4,0,13,VAN,VAN,,MTL,,MTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C Dineen,D,EDM,0.50,0.00,0.00,0,0,0,0,4,4,0,13,VAN,VAN,,MTL,,MTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Gettinger,W,DET,0.50,0.00,0.00,0,0,0,0,3,3,0,11,,CAR,,CAR,,CBJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L Brown,C,TBL,0.50,0.00,-0.05,0,0,0,0,2,2,0,26,CHI,,CHI,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Mascherin,W,DAL,0.50,0.00,0.00,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W Bitten,C,STL,0.50,0.00,0.00,0,0,0,0,3,1,2,9,@COL,,@COL,,,SJS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Caamano,W,DAL,0.50,0.00,-0.36,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Middleton,D,COL,0.50,0.00,-0.03,0,0,0,0,2,2,0,11,STL,,STL,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Stillman,D,BUF,0.50,0.00,-1.36,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Cholowski,D,NYI,0.50,0.00,-0.43,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H Borgstrom,C,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E Tuulola,W,CAL,0.50,0.00,0.00,0,0,2,0,3,2,1,13,,@WPG,,VAN,,VAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V Abramov,W,OTT,0.50,0.00,0.00,0,0,0,0,2,2,0,13,,,TOR,TOR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Day,D,TBL,0.50,0.00,0.00,0,0,0,0,2,2,0,26,CHI,,CHI,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B Gleason,D,EDM,0.50,0.00,0.00,0,0,0,0,4,4,0,13,VAN,VAN,,MTL,,MTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Kayumov,W,CHI,0.50,0.00,0.00,0,0,0,0,3,0,3,14,@TBL,,@TBL,,@FLA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Reunanen,D,CAR,0.50,0.00,-0.31,0,0,0,0,3,0,3,22,,@DET,,@DET,,@NSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Caggiula,W,EDM,0.50,0.00,-1.10,0,0,0,0,4,4,0,13,VAN,VAN,,MTL,,MTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y Korshkov,W,FLA,0.50,0.00,0.00,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Bjorkqvist,W,PIT,0.50,0.00,0.00,0,0,1,0,3,1,2,15,@PHI,,@PHI,,WSH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G Pilon,C,OTT,0.50,0.00,0.00,0,0,0,0,2,2,0,13,,,TOR,TOR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F Karlstrom,C,DAL,0.50,0.00,0.00,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L Carlsson,D,FLA,0.50,0.00,-0.19,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Koivula,W,NYI,0.50,0.00,0.00,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V Bobylev,W,TOR,0.50,0.00,0.00,0,0,0,0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Nyberg,D,BUF,0.50,0.00,0.00,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Volkov,G,NSH,0.50,0.00,0.00,0,0,0,0,3,3,0,16,,CBJ,,CBJ,,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Laczynski,C,PHI,0.50,0.00,-0.17,0,0,0,0,3,3,0,10,PIT,,PIT,,,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C Thurkauf,C,CBJ,0.50,0.00,0.00,0,0,0,0,3,0,3,16,,@NSH,,@NSH,,@DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Barron,W,ARI,0.50,0.00,0.00,0,0,0,0,3,2,1,18,,SJS,,SJS,,@VGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Ryczek,D,CHI,0.50,0.00,0.00,0,0,0,0,3,0,3,14,@TBL,,@TBL,,@FLA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Maltsev,W,LAK,0.50,0.00,-0.91,0,0,0,0,2,2,0,29,,MIN,,MIN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C Fitzgerald,D,FLA,0.50,0.00,0.00,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Masonius,D,PIT,0.50,0.00,0.00,0,0,0,0,3,1,2,15,@PHI,,@PHI,,WSH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Gambrell,C,TOR,0.50,0.00,-0.92,0,0,0,0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Riat,W,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Stevens,C,DET,0.50,0.00,0.00,0,0,0,0,3,3,0,11,,CAR,,CAR,,CBJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Kudla,D,ARI,0.50,0.00,0.00,0,0,0,0,3,2,1,18,,SJS,,SJS,,@VGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Clurman,D,COL,0.50,0.00,0.00,0,0,0,0,2,2,0,11,STL,,STL,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C Priskie,D,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Chebykin,W,TOR,0.50,0.00,0.00,0,0,0,0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V Glotov,C,BUF,0.50,0.00,0.00,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Davies,D,BUF,0.50,0.00,-0.51,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Luff,W,DET,0.50,0.00,-0.04,0,0,0,0,3,3,0,11,,CAR,,CAR,,CBJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Rymsha,C,BOS,0.50,0.00,0.00,0,0,0,0,3,0,3,25,,@NJD,,@NJD,,@NYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Truchon-Viel,W,SJS,0.50,0.00,-0.12,0,0,0,0,3,0,3,13,,@ARI,,@ARI,,@STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Rubins,D,OTT,0.50,0.00,0.00,0,0,0,0,2,2,0,13,,,TOR,TOR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G Mayhew,C,FLA,0.50,0.00,-0.34,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G Bayreuther,D,CBJ,0.50,0.00,-0.48,0,0,0,0,3,0,3,16,,@NSH,,@NSH,,@DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Gambardella,C,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Patrick,C,VGK,0.50,0.00,-0.07,0,0,0,0,3,3,0,15,,ANA,,ANA,,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Mattheos,W,CAR,0.50,0.00,0.00,0,0,0,0,3,0,3,22,,@DET,,@DET,,@NSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Vesalainen,W,WPG,0.50,0.00,-0.16,0,0,0,0,2,1,1,15,,CAL,,,,@TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Popugaev,W,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Ratcliffe,W,NSH,0.50,0.00,0.00,0,0,0,0,3,3,0,16,,CBJ,,CBJ,,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Dipietro,G,BOS,0.50,0.00,0.00,0,0,0,0,3,0,3,25,,@NJD,,@NJD,,@NYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Schnarr,C,LAK,0.50,0.00,0.00,0,0,0,0,2,2,0,29,,MIN,,MIN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Formenton,W,OTT,0.50,0.00,-1.67,0,0,0,0,2,2,0,13,,,TOR,TOR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Teasdale,W,MTL,0.50,0.00,0.00,0,0,0,0,3,0,3,10,@TOR,,,@EDM,,@EDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Heponiemi,C,FLA,0.50,0.00,-0.66,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Samorukov,D,STL,0.50,0.00,0.00,0,0,0,0,3,1,2,9,@COL,,@COL,,,SJS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Ek,G,ANA,0.50,0.00,0.00,0,0,3,0,3,1,2,14,,@VGK,,@VGK,,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Chmelevski,C,SJS,0.50,0.00,-0.64,0,0,0,0,3,0,3,13,,@ARI,,@ARI,,@STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Walsh,D,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Rathbone,D,VAN,0.50,0.00,-1.20,0,0,0,0,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Gildon,D,FLA,0.50,0.00,0.00,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Reedy,C,DAL,0.50,0.00,0.00,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G Mismash,W,TBL,0.50,0.00,0.00,0,0,0,0,2,2,0,26,CHI,,CHI,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E Barratt,C,PHI,0.50,0.00,0.00,0,0,0,0,3,3,0,10,PIT,,PIT,,,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Salo,D,NYI,0.50,0.00,0.00,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L Andersson,C,LAK,0.50,0.00,-0.69,0,0,0,0,2,2,0,29,,MIN,,MIN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C Smith,W,NYR,0.50,0.00,-0.05,0,0,0,0,2,2,0,18,,NYI,,NYI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Vecchione,W,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Simek,D,SJS,0.50,0.00,-0.73,0,0,0,0,3,0,3,13,,@ARI,,@ARI,,@STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Laaksonen,D,BUF,0.50,0.00,0.00,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E Makiniemi,G,SJS,0.50,0.00,0.00,0,0,0,0,3,0,3,13,,@ARI,,@ARI,,@STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Karow,D,DAL,0.50,0.00,0.00,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G Senn,G,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L Gawanke,D,WPG,0.50,0.00,0.00,0,0,0,0,2,1,1,15,,CAL,,,,@TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Dugan,W,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Foo,W,CHI,0.50,0.00,0.00,0,0,0,0,3,0,3,14,@TBL,,@TBL,,@FLA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Galvas,D,CHI,0.50,0.00,0.00,0,0,0,0,3,0,3,14,@TBL,,@TBL,,@FLA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Vomacka,G,NSH,0.50,0.00,0.00,0,0,0,0,3,3,0,16,,CBJ,,CBJ,,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Talvitie,C,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Adams,W,DET,0.50,0.00,0.00,0,0,0,0,3,3,0,11,,CAR,,CAR,,CBJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Durandeau,W,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Holm,G,COL,0.50,0.00,0.00,0,0,0,0,2,2,0,11,STL,,STL,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R McGregor,C,ARI,0.50,0.00,0.00,0,0,0,0,3,2,1,18,,SJS,,SJS,,@VGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Svetlakov,C,MIN,0.50,0.00,0.00,0,0,0,0,3,0,3,22,,@LAK,,@LAK,,@ANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B Maass,D,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Leivermann,D,COL,0.50,0.00,0.00,0,0,0,0,2,2,0,11,STL,,STL,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B Jones,C,CAL,0.50,0.00,0.00,0,0,0,0,3,2,1,13,,@WPG,,VAN,,VAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L Weissbach,W,BUF,0.50,0.00,0.00,0,0,0,0,3,2,1,10,,WSH,WSH,,,@PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V Berglund,D,BOS,0.50,0.00,0.00,0,0,0,0,3,0,3,25,,@NJD,,@NJD,,@NYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y Zaitsev,D,NJD,0.50,0.00,0.00,0,0,0,0,2,2,0,2,,BOS,,BOS,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Swaney,W,MIN,0.50,0.00,0.00,0,0,0,0,3,0,3,22,,@LAK,,@LAK,,@ANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Geisser,D,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V Kara,W,TOR,0.50,0.00,0.00,0,0,0,0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R O'Connell,D,TOR,0.50,0.00,0.00,0,0,0,0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Brind'Amour,C,EDM,0.50,0.00,0.00,0,0,0,0,4,4,0,13,VAN,VAN,,MTL,,MTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W Kalynuk,D,NYR,0.50,0.00,-1.29,0,0,0,0,2,2,0,18,,NYI,,NYI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Stucker,D,CBJ,0.50,0.00,0.00,0,0,0,0,3,0,3,16,,@NSH,,@NSH,,@DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Veronneau,W,SJS,0.50,0.00,0.00,0,0,0,0,3,0,3,13,,@ARI,,@ARI,,@STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Dries,C,VAN,0.50,0.00,-0.22,0,0,0,0,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Gust,W,CHI,0.50,0.00,0.00,0,0,0,0,3,0,3,14,@TBL,,@TBL,,@FLA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Keyser,G,BOS,0.50,0.00,0.00,0,0,0,0,3,0,3,25,,@NJD,,@NJD,,@NYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Korenar,G,ARI,0.50,0.00,-1.48,0,0,0,0,3,2,1,18,,SJS,,SJS,,@VGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A True,C,SEA,0.50,0.00,-0.53,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C Delia,G,WPG,0.50,0.00,-1.22,0,0,0,0,2,1,1,15,,CAL,,,,@TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Maksimovich,D,TOR,0.50,0.00,0.00,0,0,0,0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Gerlach,C,WPG,0.50,0.00,0.00,0,0,0,0,2,1,1,15,,CAL,,,,@TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Jeannot,D,CAR,0.50,0.00,0.00,0,0,0,0,3,0,3,22,,@DET,,@DET,,@NSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Leonenko,D,ANA,0.50,0.00,-0.60,0,0,0,0,3,1,2,14,,@VGK,,@VGK,,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Sutter,W,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Wise,C,CHI,0.50,0.00,0.00,0,0,0,0,3,0,3,14,@TBL,,@TBL,,@FLA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Pivonka,C,NYI,0.50,0.00,0.00,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B Jenkins,W,NYI,0.50,0.00,0.00,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Clark,W,WSH,0.50,0.00,0.00,0,0,0,0,3,0,3,6,,@BUF,@BUF,,@PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Madden,C,LAK,0.50,0.00,0.00,0,0,0,0,2,2,0,29,,MIN,,MIN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Woo,D,VAN,0.50,0.00,0.00,0,0,0,0,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Tychonick,D,OTT,0.50,0.00,0.00,0,0,0,0,2,2,0,13,,,TOR,TOR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Beaudin,D,MTL,0.50,0.00,-0.83,0,0,0,0,3,0,3,10,@TOR,,,@EDM,,@EDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
